1.3.3;Медицинская техника, находящаяся в эксплуатации в структурных подразделениях, обеспечена техническим обслуживанием и (или) ремонтом. Заключены договоры на выполнение данных услуг. Проведение технического обслуживания и (или) ремонта медицинской техники документируется в структурных подразделениях. Своевременно проводится государственная поверка средств измерений. Обеспечена эффективность использования медицинской техники с учетом сменности. Отсутствуют случаи необоснованного простоя дорогостоящего оборудования
1.4.1;Здания, помещения и созданные в них условия соответствуют требованиям законодательства в области санитарно-эпидемиологического благополучия населения
1.5.1;Наличие локального правового акта (далее – ЛПА), регламентирующего порядок работы по вопросам управления лекарственными препаратами и изделиями медицинского назначения
1.5.2;Наличие ЛПА, регламентирующего порядок работы по приобретению, хранению, реализации, отпуску (распределению) наркотических средств, психотропных веществ и их прекурсоров
1.5.3;Организовано обеспечение лекарственными препаратами и изделиями медицинского назначения в соответствии с Республиканским формуляром лекарственных средств и Республиканским формуляром медицинских изделий
1.5.4;Соблюдается порядок учета лекарственных препаратов, подлежащих предметно-количественному учету, и изделий медицинского назначения. Обеспечено хранение лекарственных препаратов и изделий медицинского назначения в соответствии с требованиями законодательства. Проводится контроль за условиями хранения и сроками годности
1.5.5;Организована выписка рецептов врача в соответствии с требованиями законодательства: наличие бланков рецептов врача для выписки лекарственных препаратов, реализуемых в аптеке за полную стоимость, для выписки лекарственных препаратов и перевязочных материалов на льготных условиях, в том числе бесплатно, использование иных (компьютерных) способов выписывания рецептов,  наличие и учет бланков рецептов врача для выписки наркотических средств,  наличие и учет бланков рецептов врача для выписки психотропных веществ и лекарственных препаратов, обладающих анаболической активностью
1.6.1;Профилактические прививки выполнены в соответствии с Национальным календарем профилактических прививок в соответствии с требованиями законодательства
1.6.2;Профилактические прививки выполнены с учетом медицинских показаний и противопоказаний к их проведению, в соответствии с инструкцией по медицинскому применению, прилагаемой к иммунобиологическому лекарственному препарату. Осуществляется медицинский осмотр врачом общей практики (врачом-специалистом, врачом-терапевтом, врачом-педиатром) перед проведением профилактической прививки. Осуществляется медицинское наблюдение за пациентом в течение 30 минут после введения иммунобиологического лекарственного препарата
1.6.3;Определен порядок оформления отказа от проведения профилактической прививки
1.6.4;Определен порядок выявления, регистрации и расследования случаев серьезных побочных реакций на профилактические прививки, направления внеочередной информации о серьезной побочной реакции после профилактической прививки
1.6.5;Определен порядок транспортировки, хранения и уничтожения иммунобиологических лекарственных средств, а также хранения и использования хладоэлементов в соответствии с Надлежащей практикой хранения лекарственных средств, утвержденной постановлением Министерства здравоохранения Республики Беларусь от 23 октября 2020 г. № 88
1.7.1;Наличие в организации здравоохранения условий, позволяющих лицам с ограниченными возможностями получать медицинские услуги наравне с другими пациентами
1.7.2;Обеспечена доступность проведения врачебных консультаций (консилиумов) с применением телемедицинских технологий
1.7.3;Определен порядок направления пациента в другие организации здравоохранения, обеспечена преемственность по оказанию медицинской помощи с больничными организациями здравоохранения
1.7.4;Наличие в организации здравоохранения ЛПА по обеспечению доступности медицинской помощи
1.7.5;Наличие информации о деятельности организации здравоохранения, размещенной на информационных стендах и на официальном сайте организации здравоохранения в глобальной компьютерной сети Интернет
1.8.1;Наличие элементов «заботливой поликлиники» (организация call-центра,  визуальное оформление регистратуры по типу «открытая регистратура»,  автоматизированные рабочие места медицинских регистраторов,  электронная регистратура,  электронная очередь,  демонстрационная панель,  зоны комфортного ожидания в холлах)
1.8.2;Наличие алгоритмов действий медицинских регистраторов регистратуры в различных ситуациях
1.8.3;Обеспечена возможность интернет-записи на прием к врачам-специалистам, врачам общей практики
1.8.4;Обеспечена возможность записи на повторный прием в кабинете врача-специалиста, врача общей практики
1.9.1;Наличие ЛПА, регламентирующего порядок организации оказания экстренной и неотложной медицинской помощи пациентам. Утверждены алгоритмы оказания экстренной и неотложной медицинской помощи, в том числе комплекса мероприятий сердечно-легочной реанимации, соответствующие условиям оказания медицинской помощи в структурных подразделениях организации здравоохранения. Наличие лекарственных препаратов, медицинских изделий (изделий медицинского назначения, медицинской техники) для оказания экстренной и неотложной медицинской помощи в соответствии с требованиями законодательства
1.10.1;Наличие ЛПА, регламентирующего порядок проведения диспансеризации и медицинского наблюдения населения, адаптированный к условиям работы организации здравоохранения
1.10.2;Наличие ЛПА, регламентирующего порядок раннего выявления онкологических заболеваний пациентов в соответствии с требованиями законодательства
1.10.3;Наличие ЛПА, регламентирующего порядок оказания паллиативной медицинской помощи в соответствии с требованиями законодательства
1.10.4;Проведение врачебных консультаций (консилиумов) в соответствии с требованиями законодательства
1.10.5;Организована работа врачебно-консультационных комиссий в соответствии с требованиями законодательства
1.10.6;Наличие ЛПА, регламентирующего порядок организации и проведения медицинской реабилитации, медицинской абилитации (далее – медицинская реабилитация), порядок направления на медицинскую реабилитацию в соответствии с требованиями законодательства. Определено лицо, ответственное за организацию и проведение медицинской реабилитации в организации здравоохранения
1.10.7;Наличие ЛПА, регламентирующего порядок оказания медицинской помощи пациентам в условиях отделения дневного пребывания, в том числе порядок направления, госпитализации и выписки пациентов. Граждане Республики Беларусь, находящиеся на лечении в отделении дневного пребывания, обеспечиваются лекарственными средствами, медицинскими изделиями (изделиями медицинского назначения, медицинской техникой) и биомедицинскими клеточными продуктами за счет средств бюджета в соответствии с законодательством
1.10.8;Определен порядок получения согласия или отказа пациента (лиц, указанных в части второй статьи 18 Закона Республики Беларусь «О здравоохранении») на проведение простых и (или) сложных медицинских вмешательств
1.10.9;В организации здравоохранения обеспечена возможность проведения консультаций врачей-специалистов: врача-невролога (врача – детского невролога), врача-кардиолога (врача – детского кардиоревматолога), врача-офтальмолога, врача-оториноларинголога, врача-травматолога-ортопеда). При отсутствии в штатном расписании должностей врачей-специалистов, установлен порядок проведения врачебных консультаций в других организациях здравоохранения
1.10.10;Работа диагностических кабинетов и отделений обеспечена в сменном режиме
1.10.11;Определен порядок направления на клинико-лабораторные исследования и перечень экстренных клинико-лабораторных исследований с указанием минимальных и максимальных сроков их проведения
1.10.12;Определен порядок проведения рентгенологических видов исследований, порядок направления пациентов на данные исследования в другие организации здравоохранения
1.10.13;Организовано проведение обязательных медицинских осмотров отдельных категорий граждан, занятых на работах с вредными и (или) опасными условиями труда и (или) на работах, где в соответствии с законодательством есть необходимость в профессиональном отборе
1.10.14;Организовано проведение обязательного медицинского освидетельствования кандидатов в водители механических транспортных средств, самоходных машин, обязательного медицинского переосвидетельствования водителей механических транспортных средств, самоходных машин и медицинского освидетельствования судоводителей моторных маломерных судов, других медицинских осмотров
1.10.15;Определен порядок действий в случае подозрения на хроническое профессиональное заболевание (направление работающего на консультацию к врачу-профпатологу)
1.11.1;Проводится аналитическая работа по оценке состояния здоровья населения региона с формированием и внесением предложений по совершенствованию организации оказания медицинской помощи
1.11.2;Проводится работа по обеспечению преемственности и маршрутизации оказания медицинской помощи на различных уровнях
1.11.3;Участие в работе экспертных, проблемных, межведомственных комиссий, рабочих групп, в заседаниях лечебно-контрольного совета главного управления по здравоохранению областного исполнительного комитета (комитета по здравоохранению Минского городского исполнительного комитета)
1.11.4;Осуществляется оказание организационно-методической и плановой консультативной помощи организациям здравоохранения, в том числе выезды врачей-специалистов. Проведенные мероприятия документируются
